row_id,doi,title,kw_screen_time,kw_social_media,kw_smartphone,kw_mobile_phone,kw_video_game,kw_gaming,kw_texting,kw_digital_media,kw_internet_use,kw_problematic_screen,kw_screen_use,kw_television,kw_media_use,match_location,any_keyword_hit,title_hit_count,abstract_hit_count,include_exclude,coder,date_coded,notes
18,10.1162/IMAG.a.31,"Brain wiring economics, network organisation and population-level genomics",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
19,10.1038/s41390-025-04086-x,Sustained breastfeeding associations with brain structure and cognition from late childhood to early adolescence.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
20,10.1016/j.jadohealth.2025.03.014,Longitudinal and Geographic Trends in Perceived Racial Discrimination Among Adolescents in the United States: The Adolescent Brain Cognitive Development Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
21,10.1038/s41398-025-03384-6,"Associations of interpersonal and socioeconomic early life adversity dimensions with adolescents' corticolimbic circuits, cognition, and mental health.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
22,10.1016/j.jaac.2025.05.005,"Mental Health, Minority Stressors and Resilience Factors Among Early Adolescent Immigrant Youth.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
23,10.1038/s41467-025-59110-9,Developing brain asymmetry shapes cognitive and psychiatric outcomes in adolescence.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
24,10.1016/j.dcn.2025.101563,Missing data approaches for longitudinal neuroimaging research: Examples from the Adolescent Brain and Cognitive Development (ABCD) Study®.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
25,10.1016/j.bandc.2025.106315,"Socioeconomic deprivation, brain morphology, and body fat among children and adolescents.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
26,10.1542/peds.2024-069142,Stimulant Medication Use and Risk of Psychotic Experiences.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
27,10.1016/j.jenvp.2025.102625,"Associations Among Green Space Exposure, Brain, and Mental Health and Cognition in the Adolescent Brain Cognitive Development (ABCD) Stud",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
28,10.1038/s44184-025-00131-z,Examining measurement discrepancies in adolescent screen media activity with insights from the ABCD study.,1,1,1,0,1,0,0,0,0,0,0,0,1,abstract,True,0,5,INCLUDE,AI,2026-03-24,
29,10.1162/IMAG.a.18,Brain-wide associations of reaction time variability in the ABCD Study,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
30,10.1016/j.dcn.2025.101566,"Neural, cognitive and psychopathological signatures of a prosocial or delinquent peer environment during early adolescence.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
31,10.1097/HTR.0000000000001065,"Boys Versus Girls Youth Sports Participation Risk for Mild Traumatic Brain Injury and Behavioral, Physical Health, and Neurocognitive Outcomes.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
32,10.1007/s00787-025-02724-7,Abnormal alterations in neurodevelopment in preterm children with very low birth weight during the adolescence.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
33,10.1016/j.jaacop.2025.04.007,"Environmental, Health, and Psychological Factors Predict Alcohol Sipping in Childhood: A Machine Learning Analysis of the ABCD Study",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
34,10.1002/aur.70040,Estimated Nutrient Intake and Association With Psychiatric and Sleep Problems in Autistic Youth in the Adolescent Brain Cognitive Development Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
35,10.1038/s41467-025-58785-4,Perinatal SSRI exposure impacts innate fear circuit activation and behavior in mice and humans.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
36,10.1002/lary.32235,Apolipoprotein E (APOE) Genotype and Cognitive Outcomes of Snoring in a Large Cohort of Adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
37,10.1371/journal.pone.0322795,The measurement of self-regulation in the Adolescent Brain Cognitive Development (ABCD) Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
38,10.1016/j.jad.2025.05.030,"The relationship between parenting behavior, suicidal ideation, and suicide attempt across two population-based samples of adolescents.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
39,10.1038/s41390-025-04099-6,Social epidemiology of sports and extracurricular activities in early adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
40,10.1097/j.pain.0000000000003580,White matter microstructural associations with pain experiences in a large community sample of youth.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
41,10.1037/hea0001470,State-level structural racism and sleep disturbances among Black and Latinx adolescents: Findings from the adolescent brain cognitive development study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
42,10.1111/jcap.70017,The Impact of Adversity and Family Conflict on Risk for Future Substance Use Among Young Adolescents in the Adolescent Brain Cognitive Development Study (ABCD Study): A Cohort Analysis.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
43,10.1002/brb3.70579,Latent Default Mode Network Connectivity Patterns: Associations With Sleep Health and Adolescent Psychopathology.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
44,10.1001/jamanetworkopen.2025.11704,Social Media Use and Depressive Symptoms During Early Adolescence.,0,1,0,0,0,0,0,0,0,0,0,0,1,both,True,2,2,INCLUDE,AI,2026-03-24,
45,10.1002/hbm.70220,Genetic Links Between Subcortical Brain Morphometry and Suicide Attempt Risk in Children and Adults.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
46,10.1001/jamanetworkopen.2025.10799,"Race, Ethnicity, Sex, Sexual Orientation, and Discrimination in the Adolescent Brain Cognitive Development Study.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
47,10.1016/j.psychres.2025.116523,"Adolescent smartphone use, sleep, and physical activity: daily associations between sensor-based measures in the adolescent brain cognitive development (ABCD) study.",0,0,1,0,0,0,0,0,0,0,0,0,0,both,True,1,1,INCLUDE,AI,2026-03-24,
48,10.1017/S003329172500087X,Predicting the onset of mental health problems in adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
49,10.1038/s44220-025-00415-5,Network temperature as a metric of stability in depression symptoms across adolescence.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
50,10.1556/2006.2025.00035,Beyond screen time: The core influences of problematic screen use on adolescent development networks.,1,1,1,0,0,1,0,0,0,1,1,0,0,both,True,3,6,INCLUDE,AI,2026-03-24,
51,10.1097/PR9.0000000000001279,Adverse childhood experiences and multisite pain among adolescents in the United States.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
52,10.1038/s41380-025-02966-6,Genetic approach uncovering the pathways between childhood maltreatment and suicide attempt.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
53,10.1016/j.bandc.2025.106303,Negative life events during early adolescence are associated with neural deactivation to emotional stimuli.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
54,10.1016/j.neuroimage.2025.121238,"Characterizing the Effects of Age, Puberty, and Sex on Variability in Resting-State Functional Connectivity in Late Childhood and Early Adolescence.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
55,10.1016/j.scitotenv.2025.179448,Sources and components of fine air pollution exposure and brain morphology in preadolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
56,10.1016/j.psychres.2025.116503,Genetic influence and neural pathways underlying the dose-response relationships between wearable-measured physical activity and mental health in adolescence.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
57,10.1007/s00787-025-02714-9,Machine learning-derived multimodal Neurobiological profiles of behavioral activation traits in adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
58,10.1016/j.jad.2025.04.082,Dimensional foundations toward a novel nosology addressing comorbidity: Preadolescent syndrome profiles.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
59,10.1038/s41592-025-02654-x,Mapping effective connectivity by virtually perturbing a surrogate brain.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
60,10.1016/j.jpsychires.2025.04.043,Risk of racism as a social determinant of suicidality among young adolescents in the United States: An investigation using the Adolescent Brain Cognitive Development Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
61,10.1016/j.bpsc.2025.04.005,Transfer Learning of Deep Neural Networks Pretrained using the ABCD Dataset for General Psychopathology Prediction in Korean Adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
62,10.1016/j.bpsgos.2025.100506,Transdiagnostic Symptom Domains Have Distinct Patterns of Association with Head Motion During Multimodal Imaging in Children,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
63,10.1016/j.celrep.2025.115565,Neural correlates of device-based sleep characteristics in adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
64,10.1016/j.bbi.2025.04.012,A Phenome-Wide association study (PheWAS) of genetic risk for C-reactive protein in children of European Ancestry: Results from the ABCD study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
65,10.1016/j.biopsych.2025.03.026,"Longitudinal associations between greenspace exposure, structural brain development, and mental health and academic performance during early adolescence.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
66,10.1016/j.jaac.2025.04.005,"Perceived Racism, Brain Development, and Internalizing and Externalizing Symptoms: Findings From the ABCD Study.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
67,10.1016/j.chipro.2025.100154,Examining the Impact of Early Life Adversity on Adolescent Sleep Health: Findings from the ABCD Study,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
68,10.1038/s41467-025-58172-z,The human brainstem's red nucleus was upgraded to support goal-directed action.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
69,10.1111/jsr.70065,Examining the Agreement Between Subjective and Objective Measures of Sleep: A Comparison of Munich Chronotype Questionnaire and Fitbit-Derived Sleep Metrics.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
70,10.1073/pnas.2409985122,Whole-brain white matter variation across childhood environments.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
71,10.3174/ajnr.A8774,The Effect of Prenatal Marijuana Exposure on White Matter Microstructure and Cortical Morphology During Late Childhood.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
72,10.1016/j.jad.2025.03.201,Prediction of first attempt of suicide in early adolescence using machine learning.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
73,10.1016/j.jecp.2025.106239,From error to insight: Removing non-systematic responding data in the delay discounting task may introduce systematic bias.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
74,10.1038/s41593-025-01940-3,AI predicts risk of mental health disorders.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
75,10.1038/s41593-025-01907-4,Human lifespan changes in the brain's functional connectome.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
76,10.1097/MOP.0000000000001462,What we know about screen time and social media in early adolescence: a review of findings from the Adolescent Brain Cognitive Development Study.,1,1,0,0,1,0,1,0,0,0,1,0,1,both,True,2,6,INCLUDE,AI,2026-03-24,
77,10.3389/fgene.2025.1522729,Improving accuracy and precision of heritability estimation in twin studies through hierarchical modeling: reassessing the measurement error assumption.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
78,10.1117/12.3047233,Attention Rings for Shape Analysis and Application to MRI Quality Control.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
79,10.1016/j.chb.2025.108554,Elevated loss sensitivity in the reward circuit in adolescents with video game but not social media addiction,0,1,0,0,1,0,0,0,0,0,0,0,0,title,True,2,0,INCLUDE,AI,2026-03-24,
80,10.1111/gbb.70020,Genetic Propensity for Delay Discounting and Educational Attainment in Adults Are Associated With Delay Discounting in Preadolescents: Findings From the Adolescent Brain Cognitive Development Study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
81,10.1093/cercor/bhaf074,"Regional, but not brain-wide, graph theoretic measures are robustly and reproducibly linked to general cognitive ability.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
82,10.1001/jamanetworkopen.2025.4580,Gestational Age and Cognitive Development in Childhood.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
83,10.1001/jamanetworkopen.2025.5364,"Sex, Neural Networks, and Behavioral Symptoms Among Adolescents With Multisite Pain.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
84,10.1002/sim.70069,Bayesian Longitudinal Network Regression With Application to Brain Connectome Genetics.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
85,10.1093/sleep/zsaf088,"Fitbit-Measured Sleep Duration in Young Adolescents is Associated with Functional Connectivity in Attentional, Executive Control, Memory, and Sensory Networks.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
86,10.1111/camh.12764,The protective role of community cohesion across rural and urban contexts: implications for youth mental health.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
87,10.1016/j.schres.2025.03.034,"Cluster profiles of distressing psychotic-like experiences among children and associations with genetic risk, prenatal cannabis exposure, and social-environmental characteristics.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
88,10.1038/s41398-025-03327-1,Brain asymmetry and its association with inattention and heritability during neurodevelopment.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
89,10.1093/arclin/acaf024,Executive Functioning Task Performance as Predicted by Linguistic and Cultural Factors Among Latin American Youth Living in the USA.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
90,10.1111/jcpp.14167,"Combined effects of prenatal ozone exposure and school/neighborhood environments on youth brain, cognition, and psychotic-like experiences.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
91,10.1111/jcpp.14155,"Sexual and gender minority identity, peer victimization, and suicidality in adolescents: A mediation study using the ABCD Study.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
92,10.1111/camh.12763,"Longitudinal effects of green, blue, and gray spaces on early adolescent mental health in the United States.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
93,10.1038/s41467-025-57392-7,A generalized epilepsy network derived from brain abnormalities and deep brain stimulation.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
94,10.1002/jcv2.70011,The role of sleep deficiency in the relationship between adverse childhood experiences and early adolescent pain outcomes,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
95,10.1093/sleepadvances/zpaf019,"Preliminary findings on caffeine intake, screen time, social factors, and psychological well-being: their impact on chronotype and sleep health in Hispanic adolescents.",1,0,0,0,0,0,0,0,0,0,0,0,0,both,True,1,1,INCLUDE,AI,2026-03-24,
96,10.1016/j.jaacop.2025.02.005,Causal Analyses of Associations Between Brain Structure and Suicide Attempt in Adulthood and Late Childhood,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
97,10.1093/aje/kwaf062,The effect of melatonin supplement use on pubertal timing: target trial emulation in the Adolescent Brain Cognitive Development study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
98,10.1038/s41597-025-04740-3,The interplay between brain and behavior during development: A multisite effort to generate and share simulated datasets.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
99,10.1038/s43588-025-00774-0,Quantifying associations between socio-spatial factors and cognitive development in the ABCD cohort.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
100,10.1038/s43588-025-00787-9,Diversity-aware population modeling.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
101,10.1016/j.dcn.2025.101554,"Amygdala subregion volumes and apportionment in preadolescents - Associations with age, sex, and body mass index.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
102,10.1186/s12874-025-02521-5,Measuring adversity in the ABCD® Study: systematic review and recommendations for best practices.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
103,10.1016/j.jaac.2025.03.007,Considerations When Accounting for Race and Ethnicity in Studies of Poverty and Neurodevelopment.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
104,10.1016/j.bpsc.2025.03.003,Reliable multimodal brain signatures predict mental health outcomes in children.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
105,10.1038/s42003-025-07875-6,Enhanced insights into the genetic architecture of 3D cranial vault shape using pleiotropy-informed GWAS.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
106,10.1093/sleep/zsaf065,"Assessment of Sleep Measures and their agreement: Youth-Reported, Caregiver-Reported, and Fitbit-Derived Data in a Large Early Adolescent Cohort.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
107,10.1016/j.dcn.2025.101549,Engagement of neural systems varies with level of executive function during late childhood: Evidence from a structural equation modeling approach to data from the adolescent brain cognitive development (ABCD) study.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
108,10.1016/j.neuroimage.2025.121132,"White matter microstructure links with brain, bodily and genetic attributes in adolescence, mid- and late life.",0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
109,10.1016/j.jad.2025.03.087,Adherence to the Mediterranean Dietary Approaches to Stop Hypertension Intervention for Neurodegenerative Delay (MIND) diet and trajectories of depressive symptomatology in youth.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
110,10.1016/j.dcn.2025.101550,The role of socioeconomic status in shaping associations between sensory association cortex and prefrontal structure and implications for executive function.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
111,10.1017/S0954579425000045,Transaction between impulsivity and family conflict among children: An empirical examination of the biosocial model of emotion regulation.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
112,10.3389/fpsyt.2025.1505035,Interplay between polygenic risk and family processes in predicting trajectories of adolescent externalizing behaviors.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
113,10.1111/jcpp.14150,The influence of deprivation on cortical development and psychotic symptoms in youth.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
114,10.1007/s00787-025-02667-z,Setting a research agenda for examining early risk for elevated cognitive disengagement syndrome symptoms using data from the ABCD cohort.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
115,10.3390/biomedicines13030676,White Matter Microstructural Abnormalities in Children with Familial vs. Non-Familial Attention-Deficit/Hyperactivity Disorder (ADHD).,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
116,10.1016/j.dcn.2025.101543,Assessing neurocognitive maturation in early adolescence based on baby and adult functional brain landscapes.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
117,10.1016/j.ijcrp.2025.200382,Social epidemiology of cardiometabolic risk factors in early adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
118,10.1038/s41591-025-03560-7,Prediction of mental health risk in adolescents.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
119,10.1111/apa.70051,Cyberbullying Victimisation Was Associated With Greater Manic Symptoms in Early Adolescence: A Prospective Cohort Study.,1,0,0,0,0,0,0,0,0,0,0,0,0,abstract,True,0,1,INCLUDE,AI,2026-03-24,
120,10.1111/jcpp.14139,The role of pubertal development in the association between trauma and internalising symptoms in female youth.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
121,10.1177/00220426251326168,Dual Systems Imbalance as a Predictor of Marijuana Use Risk: Examining Parental Monitoring as a Moderator,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
122,10.1017/S0954579425000094,Risk and resilience profiles and their transition pathways in the ABCD Study - CORRIGENDUM.,0,0,0,0,0,0,0,0,0,0,0,0,0,none,False,0,0,EXCLUDE,AI,2026-03-24,
